A O
juzgar O
por O
publicaciones O
anteriores, O
esto O
solía O
ser O
un O
buen O
lugar, B-TARGET
pero O
ya O
no. O

Nosotros, O
éramos O
cuatro, O
llegamos O
al O
mediodía O
- O
el O
lugar O
estaba O
vacío O
- O
y O
el O
personal B-TARGET
actuó O
como O
si O
les O
impusieramos O
y O
fueron O
muy O
groseros. O

Nunca O
nos O
trajeron O
fideos O
de O
cortesía, O
ignoraron O
peticiones O
repetidas O
de O
azúcar, O
y O
tiraron O
nuestros O
platos O
sobre O
la O
mesa. O

La O
comida B-TARGET
era O
pésima O
- O
demasiado O
dulce O
o O
demasiado O
salado O
y O
las O
porciones B-TARGET
pequeñas. O

Después O
de O
todo O
eso, O
se O
quejaron O
de O
la O
pequeña O
propina. O

¡Evita O
este O
lugar! B-TARGET

He O
comido O
en O
Saul, O
muchas O
veces, O
la O
comida B-TARGET
es O
siempre O
consistente, O
escandalosamente O
buena. O

Saul B-TARGET
es O
el O
mejor O
restaurante O
en O
Smith O
Street O
y O
en O
Brooklyn. O

El O
confit B-TARGET
de I-TARGET
pato I-TARGET
siempre O
es O
increíble O
y O
el O
foie B-TARGET
gras I-TARGET
terrine I-TARGET
con I-TARGET
higos I-TARGET
estaba O
fuera O
de O
este O
mundo. O

La O
carta B-TARGET
de I-TARGET
vinos I-TARGET
es O
interesante O
y O
tiene O
muchos O
buenos O
valores. O

Por O
el O
precio, O
no O
puedes O
comer O
tan O
bien O
en O
Manhattan. O

Estaba O
muy O
decepcionado O
con O
este O
restaurante. B-TARGET

Le O
he O
pedido O
a O
un O
cartero B-TARGET
una O
hoja O
de O
loto O
envuelta O
en O
arroz O
y O
ella O
respondió O
arroz O
y O
simplemente O
se O
fue. O

Tuve O
que O
preguntarle O
tres O
veces O
antes O
de O
que O
finalmente O
volviera O
con O
el O
plato O
que O
he O
pedido. O

La O
comida B-TARGET
estaba O
bien, O
nada O
genial. O

Chow B-TARGET
divertido O
estaba O
seco; O
shu B-TARGET
mai I-TARGET
cerdo I-TARGET
era O
más O
que O
generalmente O
grasiento O
y O
tenía O
que O
compartir O
una O
mesa O
con O
la O
familia O
ruidosa O
y O
grosera. O

Nunca O
volveremos O
a O
este O
lugar B-TARGET
de O
nuevo. O

Fue O
en O
un O
atracón O
de O
ostras O
de O
3 O
días, O
con O
Fish B-TARGET
sacando O
el O
cierre, O
y O
me O
alegro O
de O
que O
este O
fuera O
el O
lugar O
donde O
O O
viaje O
terminó, O
porque O
era O
tan O
grande! O

El O
servicio B-TARGET
era O
divino, O
ostras B-TARGET
donde O
un O
sensual O
como O
vienen, O
y O
el O
precio O
no O
puede O
ser O
vencido!!! O

No O
puedes O
equivocarte O
aquí. O

Cada O
vez O
que O
estoy O
en O
Nueva O
York O
me O
gusta O
visitar O
el O
restaurante B-TARGET
Saul I-TARGET
en O
la O
calle O
Smith. O

Todo O
está O
siempre O
cocinado O
a O
la O
perfección, O
el O
servicio B-TARGET
es O
excelente, O
la O
decoración B-TARGET
fresca O
y O
discreta. O

Tuve O
el O
especial B-TARGET
de I-TARGET
pecho I-TARGET
de O
pato O
en O
mi O
última O
visita O
y O
fue O
increíble. O

No O
puedo O
esperar O
a O
mi O
próxima O
visita. O

Tenía O
mis O
ojos O
en O
este O
lugar, O
prometiéndome O
a O
mí O
mismo O
que O
algún O
día O
lo O
intentaré. O

Y O
odio O
decir O
esto, O
pero O
dudo O
que O
vuelva. O

La O
comida B-TARGET
es O
muy O
promedio... O
la O
fusión B-TARGET
tailandesa I-TARGET
es O
un O
poco O
demasiado O
dulce, O
cada O
cosa O
que O
sirven O
es O
demasiado O
dulce O
aquí. O

Lo O
único O
que O
disfruté O
moderadamente O
fue O
su O
especial B-TARGET
de I-TARGET
pollo I-TARGET
a O
la O
parrilla O
con O
Edamame O
Puree. O

Nunca O
había O
tenido O
Edamame B-TARGET
puro I-TARGET
antes, O
pero O
pensé O
que O
era O
innovador O
y O
sabroso O
(podría O
haber O
utilizado O
un O
poco O
más O
de O
sal). O

De O
todos O
modos, O
si O
estás O
en O
el O
vecindario O
para O
comer O
buena O
comida, O
no O
me O
perdería O
el O
tiempo O
tratando O
de O
encontrar O
algo, O
más O
bien O
ir O
al O
otro O
lado O
de O
la O
calle O
a O
Tamari. O

La O
decoración B-TARGET
es O
de O
noche O
tho... O
pero O
realmente O
necesitan O
limpiar O
ese O
respiradero B-TARGET
en O
el O
techo... O
es O
bastante O
poco O
apetitoso, O
y O
mata O
su O
esfuerzo O
para O
hacer O
que O
este O
lugar B-TARGET
se O
vea O
elegante O
y O
moderno. O

Comimos O
