Judgiendo O
de O
los O
puestos O
anteriores O
esto O
era O
un O
buen O
lugar, B-TARGET
pero O
ya O
no. O

Nosotros, O
cuatro O
de O
nosotros, O
llegamos O
a O
mediodía O
-el O
lugar O
era O
vacía- O
y O
el O
personal B-TARGET
actúa O
como O
si O
les O
imponíamos O
y O
eran O
muy O
rudes. O

Nunca O
nos O
traían O
noodles O
gratuitos, O
ignoraban O
las O
reiteradas O
peticiones O
de O
azúcar, O
y O
arrojaban O
nuestros O
platos O
sobre O
la O
mesa. O

La O
comida B-TARGET
era O
mal O
- O
demasiado O
dulce O
o O
salta O
y O
las O
porciones B-TARGET
muy O
pequeñas. O

Después O
de O
todo O
esto, O
me O
quejaron O
de O
la O
pequeña O
punta. O

¡Evite O
este O
lugar! B-TARGET

He O
comido O
en O
Saul, O
muchas O
veces, O
el O
alimento B-TARGET
es O
siempre O
coherente, O
insoportablemente O
bueno. O

Saul B-TARGET
es O
el O
mejor O
restaurante O
en O
Smith O
Street O
y O
en O
Brooklyn. O

El O
confit B-TARGET
de I-TARGET
pato I-TARGET
es O
siempre O
sorprendente O
y O
la O
terrina O
de O
foie B-TARGET
gras I-TARGET
con I-TARGET
patacas I-TARGET
estaba O
fuera O
de O
este O
mundo. O

La O
lista B-TARGET
de I-TARGET
vinos I-TARGET
es O
interesante O
y O
tiene O
muchos O
buenos O
valores. O

Por O
el O
precio, O
no O
se O
puede O
comer O
tan O
bien O
en O
Manhattan. O

La O
ubicación O
del O
hotel B-TARGET
es O
muy O
buena. O

He O
pedido O
a O
un O
acompañante B-TARGET
de O
la O
carretilla O
un O
arroz O
rellenado O
con O
hojas O
de O
loto O
y O
ella O
le O
ha O
respondido O
que O
el O
arroz O
y O
simplemente O
se O
ha O
ido. O

He O
tenido O
que O
preguntarle O
tres O
veces O
antes O
de O
que O
finalmente O
regresara O
con O
el O
plato O
que O
he O
pedido. O

La O
comida B-TARGET
estaba O
bien, O
nada O
bueno. O

El O
chow B-TARGET
fun I-TARGET
era O
seco; O
el O
pork B-TARGET
shu I-TARGET
mai I-TARGET
era O
más O
que O
habitualmente O
grasa O
y O
tenía O
que O
compartir O
una O
mesa O
con O
una O
familia O
ruidosa O
y O
rude. O

Nunca O
volveremos O
a O
este O
lugar B-TARGET
de O
nuevo. O

He O
ido O
en O
un O
3 O
días O
de O
oyster O
binge, O
con O
