A O
en O
juger O
par O
les O
messages O
précédents, O
c'était O
un O
bon O
endroit, B-TARGET
mais O
ce O
n'est O
plus O
le O
cas. O

Nous O
étions O
quatre, O
nous O
sommes O
arrivés O
à O
midi O
- O
l'endroit O
était O
vide O
- O
et O
le O
personnel B-TARGET
s'est O
comporté O
comme O
si O
nous O
nous O
imposions O
à O
eux O
et O
ils O
étaient O
très O
impolis. O

Ils O
ne O
nous O
ont O
jamais O
apporté O
de O
nouilles O
gratuites, O
ont O
ignoré O
nos O
demandes O
répétées O
de O
sucre O
et O
ont O
jeté O
nos O
plats O
sur O
la O
table. O

La O
nourriture B-TARGET
était O
minable O
- O
trop O
sucrée O
ou O
trop O
salée O
et O
les O
portions B-TARGET
minuscules. O

Après O
tout O
cela, O
ils O
se O
sont O
plaints O
à O
moi O
du O
petit O
pourboire. O

Évitez O
cet O
endroit B-TARGET
! O

J'ai O
mangé O
à O
Saul O
de O
nombreuses O
fois, O
la O
nourriture B-TARGET
est O
toujours O
constamment, O
outrageusement O
bonne. O

Saul B-TARGET
est O
le O
meilleur O
restaurant O
de O
Smith O
Street O
et O
de O
Brooklyn. O

Le O
confit B-TARGET
de I-TARGET
canard I-TARGET
est O
toujours O
incroyable O
et O
la O
terrine B-TARGET
de I-TARGET
foie I-TARGET
gras I-TARGET
aux I-TARGET
figues I-TARGET
était O
hors O
du O
commun. O

La O
carte B-TARGET
des I-TARGET
vins I-TARGET
est O
intéressante O
et O
comporte O
de O
nombreuses O
valeurs O
sûres. O

Pour O
le O
prix, O
vous O
ne O
pouvez O
pas O
manger O
aussi O
bien O
à O
Manhattan. O

J'ai O
été O
très O
déçu O
par O
ce O
restaurant. B-TARGET

J'ai O
demandé O
à O
une O
préposée B-TARGET
aux I-TARGET
chariots I-TARGET
un O
riz O
enveloppé O
de O
feuilles O
de O
lotus O
et O
elle O
m'a O
répondu O
riz O
et O
est O
partie. O

J'ai O
dû O
lui O
demander O
trois O
fois O
avant O
qu'elle O
ne O
revienne O
finalement O
avec O
le O
plat O
que O
j'avais O
demandé. O

La O
nourriture B-TARGET
était O
correcte, O
rien O
d'extraordinaire. O

Le B-TARGET
Chow I-TARGET
fun I-TARGET
était O
sec O
; O
le O
porc B-TARGET
shu I-TARGET
mai I-TARGET
était O
plus O
que O
gras O
d'habitude O
et O
j'ai O
dû O
partager O
une O
table O
avec O
une O
famille O
bruyante O
et O
impolie. O

Je O
ne O
retournerai O
plus O
jamais O
dans O
cet O
endroit. B-TARGET

J'ai O
fait O
une O
frénésie O
d'huîtres O
pendant O
3 O
jours, O
le O
poisson B-TARGET
amenant O
la O
fermeture, O
et O
je O
suis O
si O
heureux O
que O
ce O
soit O
l'endroit O
où O
le O
voyage O
s'est O
terminé, O
parce O
que O
c'était O
tellement O
génial O
! O

Le O
service B-TARGET
était O
divin, O
les O
huîtres B-TARGET
étaient O
aussi O
sensuelles O
que O
possible, O
et O
le O
prix O
ne O
peut O
pas O
être O
battu O
!!! O

Vous O
ne O
pouvez O
pas O
vous O
tromper O
ici. O

Chaque O
fois O
que O
je O
suis O
à O
New O
York, O
je O
mets O
un O
point O
d'honneur O
à O
visiter O
le O
restaurant B-TARGET
Saul I-TARGET
sur O
Smith O
Street. O

Tout O
est O
toujours O
cuit O
à O
la O
perfection, O
le O
service B-TARGET
est O
excellent, O
le O
décor B-TARGET
est O
cool O
et O
discret. O

J'ai O
pris O
le O
spécial B-TARGET
magret I-TARGET
de O
canard O
lors O
de O
ma O
dernière O
visite O
et O
c'était O
incroyable. O

J'attends O
avec O
impatience O
ma O
prochaine O
visite. O

J'avais O
les O
yeux O
rivés O
sur O
cet O
endroit O
et O
je O
me O
promettais O
de O
l'essayer O
un O
jour. O

Et O
je O
déteste O
dire O
ça, O
mais O
je O
doute O
d'y O
retourner O
un O
jour. O

La O
nourriture B-TARGET
est O
très O
moyenne... O
la O
fusion B-TARGET
thaïlandaise I-TARGET
est O
un O
peu O
trop O
sucrée, O
tout O
ce O
qu'ils O
servent O
est O
trop O
sucré O
ici. O

La O
seule O
chose O
que O
j'ai O
modérément O
appréciée O
est O
leur O
spécialité O
de O
poulet B-TARGET
grillé I-TARGET
avec I-TARGET
de O
la O
purée O
d'edamame. O

Je O
n'avais O
jamais O
mangé B-TARGET
de O
purée O
d'edamame O
avant, O
mais O
j'ai O
trouvé O
ça O
innovant O
et O
savoureux O
(j'aurais O
pu O
mettre O
un O
peu O
plus O
de O
sel). O

Quoi O
qu'il O
en O
soit, O
si O
vous O
êtes O
dans O
le O
quartier O
pour O
manger O
de O
la O
bonne O
nourriture, O
je O
ne O
perdrais O
pas O
mon O
temps O
à O
essayer O
de O
trouver O
quelque O
chose, O
allez O
plutôt O
de O
l'autre O
côté O
de O
la O
rue O
au O
Tamari. O

Le O
décor B-TARGET
est O
sympa... O
mais O
il O
faudrait O
VRAIMENT O
qu'ils O
nettoient O
cette O
bouche B-TARGET
d'aération O
au O
plafond... O
c'est O
assez O
peu O
appétissant, O
et O
ça O
annule O
tous O
les O
efforts O
que O
vous O
avez O
faits O
pour O
donner O
à O
cet O
endroit B-TARGET
un O
aspect O
élégant O
et O
moderne. O

Nous O
avons O
mangé O
à O
l'extérieur O
au O
Haru's O
Sake O
bar O
parce O
que O
le O
restaurant O
Haru's O
à O
côté O
était O
plein O
à O
craquer. O

Quelle O
est O
la O
différence O
entre O
les O
deux O
? O

Leur O
liste B-TARGET
de I-TARGET
sakés I-TARGET
était O
longue, O
mais O
nous O
cherchions O
Purple O
Haze, O
qui O
n'était O
pas O
dans O
la O
liste O
mais O
qui O
a O
été O
fait O
pour O
nous O
sur O
demande O
! O

Le O
rouleau O
de O
thon B-TARGET
épicé I-TARGET
était O
inhabituellement O
bon O
et O
le O
tempura B-TARGET
de I-TARGET
crevettes I-TARGET
de O
roche O
était O
génial, O
un O
excellent O
amuse-gueule O
à O
partager O
! O

Nous O
y O
sommes O
allés O
vers O
9h30 O
un O
vendredi O
et O
le O
service B-TARGET
était O
excellent. O

Nous O
adorons O
le O
Pink B-TARGET
Pony. I-TARGET

L'endroit O
parfait. B-TARGET

Nourriture B-TARGET
- O
génial. O

Service B-TARGET
- O
amical O
et O
attentif. O

Ambiance B-TARGET
- O
détendue O
et O
élégante. O

Ne O
jugez O
pas O
cet O
endroit B-TARGET
à O
première O
vue, O
vous O
devez O
l'essayer O
pour O
le O
croire, O
un O
foyer O
loin O
de O
la O
maison O
pour O
les O
cœurs O
lettrés. O

J'ai O
mangé O
ici O
une O
poignée O
de O
fois, O
sans O
autre O
raison O
que O
la O
commodité. O

(je O
traîne, O
et O
je O
vis, O
dans O
le O
quartier..) O

la O
nourriture B-TARGET
est O
décente. O

Cependant, O
c'est O
le O
service B-TARGET
qui O
me O
laisse O
un O
mauvais O
goût O
dans O
la O
bouche. O

Il O
se O
trouve O
que O
j'ai O
une O
politique O
qui O
va O
de O
pair O
avec O
un O
peu O
de O
respect O
de O
soi, O
qui O
inclut O
de O
ne O
pas O
laisser O
un O
serveur B-TARGET
m'intimider, O
c'est-à-dire O
me O
faire O
sentir O
mal O
de O
demander O
des O
futilités O
comme O
de O
l'eau O
ou O
l'addition. O

Je O
sais, O
tu O
étais O
trop O
occupé O
à O
montrer O
ton O
tee-shirt O
vintage O
et O
à O
avoir O
l'air O
de O
t'ennuyer, O
mais O
moi, O
je O
suis O
ici O
pour O
manger O
et O
profiter O
de O
la O
compagnie O
d'amis, O
à O
la O
recherche O
d'une O
expérience O
agréable. O

Eh O
bien, O
je O
ne O
l'ai O
pas O
trouvé O
là, O
et O
croyez-moi, O
j'ai O
parlé O
de O
mon O
expérience O
à O
tous O
ceux O
à O
qui O
je O
pense. O

la O
dernière O
fois O
que O
je O
suis O
passé O
devant, O
il O
semblait O
plutôt O
vide. O
hmmm. O

Cet O
endroit B-TARGET
doit O
être O
le O
meilleur O
restaurant O
japonais O
de O
la O
région O
de O
New O
York. O

J'ai O
eu O
une O
grande O
expérience. O

La O
nourriture B-TARGET
est O
excellente. O

Le O
service B-TARGET
est O
excellent. O

J'y O
suis O
retourné O
encore O
et O
encore. O

J'ai O
