A	O	-
en	O	-
juger	O	-
par	O	-
les	O	-
messages	O	-
précédents,	O	-
c'était	O	-
un	O	-
bon	O	-
endroit,	B-TARGET	HighQuality
mais	O	-
ce	O	-
n'est	O	-
plus	O	-
le	O	-
cas.	O	-

Nous	O	-
étions	O	-
quatre,	O	-
nous	O	-
sommes	O	-
arrivés	O	-
à	O	-
midi	O	-
-	O	-
l'endroit	O	-
était	O	-
vide	O	-
-	O	-
et	O	-
le	O	-
personnel	B-TARGET	HighQuality
s'est	O	-
comporté	O	-
comme	O	-
si	O	-
nous	O	-
nous	O	-
imposions	O	-
à	O	-
eux	O	-
et	O	-
ils	O	-
étaient	O	-
très	O	-
impolis.	O	-

Ils	O	-
ne	O	-
nous	O	-
ont	O	-
jamais	O	-
apporté	O	-
de	O	-
nouilles	O	-
gratuites,	O	-
ont	O	-
ignoré	O	-
nos	O	-
demandes	O	-
répétées	O	-
de	O	-
sucre	O	-
et	O	-
ont	O	-
jeté	O	-
nos	O	-
plats	O	-
sur	O	-
la	O	-
table.	O	-

La	O	-
nourriture	B-TARGET	HighQuality
était	O	-
minable	O	-
-	O	-
trop	O	-
sucrée	O	-
ou	O	-
trop	O	-
salée	O	-
et	O	-
les	O	-
portions	B-TARGET	HighQuality
minuscules.	O	-

Après	O	-
tout	O	-
cela,	O	-
ils	O	-
se	O	-
sont	O	-
plaints	O	-
à	O	-
moi	O	-
du	O	-
petit	O	-
pourboire.	O	-

Évitez	O	-
cet	O	-
endroit	B-TARGET	HighQuality
!	O	-

J'ai	O	-
mangé	O	-
à	O	-
Saul	O	-
de	O	-
nombreuses	O	-
fois,	O	-
la	O	-
nourriture	B-TARGET	HighQuality
est	O	-
toujours	O	-
constamment,	O	-
outrageusement	O	-
bonne.	O	-

Saul	B-TARGET	HighQuality
est	O	-
le	O	-
meilleur	O	-
restaurant	O	-
de	O	-
Smith	O	-
Street	O	-
et	O	-
de	O	-
Brooklyn.	O	-

Le	O	-
confit	B-TARGET	HighQuality
de	I-TARGET	HighQuality
canard	I-TARGET	HighQuality
est	O	-
toujours	O	-
incroyable	O	-
et	O	-
la	O	-
terrine	B-TARGET	HighQuality
de	I-TARGET	HighQuality
foie	I-TARGET	HighQuality
gras	I-TARGET	HighQuality
aux	I-TARGET	HighQuality
figues	I-TARGET	HighQuality
était	O	-
hors	O	-
du	O	-
commun.	O	-

La	O	-
carte	B-TARGET	HighQuality
des	I-TARGET	HighQuality
vins	I-TARGET	HighQuality
est	O	-
intéressante	O	-
et	O	-
comporte	O	-
de	O	-
nombreuses	O	-
valeurs	O	-
sûres.	O	-

Pour	O	-
le	O	-
prix,	O	-
vous	O	-
ne	O	-
pouvez	O	-
pas	O	-
manger	O	-
aussi	O	-
bien	O	-
à	O	-
Manhattan.	O	-

J'ai	O	-
été	O	-
très	O	-
déçu	O	-
par	O	-
ce	O	-
restaurant.	B-TARGET	HighQuality

J'ai	O	-
demandé	O	-
à	O	-
une	O	-
préposée	B-TARGET	LowQuality
aux	I-TARGET	LowQuality
chariots	I-TARGET	LowQuality
un	O	-
riz	O	-
enveloppé	O	-
de	O	-
feuilles	O	-
de	O	-
lotus	O	-
et	O	-
elle	O	-
m'a	O	-
répondu	O	-
riz	O	-
et	O	-
est	O	-
partie.	O	-

J'ai	O	-
dû	O	-
lui	O	-
demander	O	-
trois	O	-
fois	O	-
avant	O	-
qu'elle	O	-
ne	O	-
revienne	O	-
finalement	O	-
avec	O	-
le	O	-
plat	O	-
que	O	-
j'avais	O	-
demandé.	O	-

La	O	-
nourriture	B-TARGET	HighQuality
était	O	-
correcte,	O	-
rien	O	-
d'extraordinaire.	O	-

Le	O	-
Chow	B-TARGET	HighQuality
fun	I-TARGET	HighQuality
était	O	-
sec	O	-
;	O	-
le	O	-
porc	B-TARGET	HighQuality
shu	I-TARGET	HighQuality
mai	I-TARGET	HighQuality
était	O	-
plus	O	-
que	O	-
gras	O	-
d'habitude	O	-
et	O	-
j'ai	O	-
dû	O	-
partager	O	-
une	O	-
table	O	-
avec	O	-
une	O	-
famille	O	-
bruyante	O	-
et	O	-
impolie.	O	-

Je	O	-
ne	O	-
retournerai	O	-
plus	O	-
jamais	O	-
dans	O	-
cet	O	-
endroit.	B-TARGET	HighQuality

J'ai	O	-
fait	O	-
une	O	-
frénésie	O	-
d'huîtres	O	-
pendant	O	-
3	O	-
jours,	O	-
le	O	-
poisson	B-TARGET	HighQuality
amenant	O	-
la	O	-
fermeture,	O	-
et	O	-
je	O	-
suis	O	-
si	O	-
heureux	O	-
que	O	-
ce	O	-
soit	O	-
l'endroit	O	-
où	O	-
le	O	-
voyage	O	-
s'est	O	-
terminé,	O	-
parce	O	-
que	O	-
c'était	O	-
tellement	O	-
génial	O	-
!	O	-

Le	O	-
service	B-TARGET	HighQuality
était	O	-
divin,	O	-
les	O	-
huîtres	B-TARGET	HighQuality
étaient	O	-
aussi	O	-
sensuelles	O	-
que	O	-
possible,	O	-
et	O	-
le	O	-
prix	O	-
ne	O	-
peut	O	-
pas	O	-
être	O	-
battu	O	-
!!!	O	-

Vous	O	-
ne	O	-
pouvez	O	-
pas	O	-
vous	O	-
tromper	O	-
ici.	O	-

Chaque	O	-
fois	O	-
que	O	-
je	O	-
suis	O	-
à	O	-
New	O	-
York,	O	-
je	O	-
mets	O	-
un	O	-
point	O	-
d'honneur	O	-
à	O	-
visiter	O	-
le	O	-
restaurant	B-TARGET	HighQuality
Saul	I-TARGET	HighQuality
sur	O	-
Smith	O	-
Street.	O	-

Tout	O	-
est	O	-
toujours	O	-
cuit	O	-
à	O	-
la	O	-
perfection,	O	-
le	O	-
service	B-TARGET	HighQuality
est	O	-
excellent,	O	-
le	O	-
décor	B-TARGET	HighQuality
est	O	-
cool	O	-
et	O	-
discret.	O	-

J'ai	O	-
pris	O	-
le	O	-
spécial	B-TARGET	HighQuality
magret	I-TARGET	HighQuality
de	I-TARGET	HighQuality
canard	I-TARGET	HighQuality
lors	O	-
de	O	-
ma	O	-
dernière	O	-
visite	O	-
et	O	-
c'était	O	-
incroyable.	O	-

J'attends	O	-
avec	O	-
impatience	O	-
ma	O	-
prochaine	O	-
visite.	O	-

J'avais	O	-
les	O	-
yeux	O	-
rivés	O	-
sur	O	-
cet	O	-
endroit	O	-
et	O	-
je	O	-
me	O	-
promettais	O	-
de	O	-
l'essayer	O	-
un	O	-
jour.	O	-

Et	O	-
je	O	-
déteste	O	-
dire	O	-
ça,	O	-
mais	O	-
je	O	-
doute	O	-
d'y	O	-
retourner	O	-
un	O	-
jour.	O	-

La	O	-
nourriture	B-TARGET	HighQuality
est	O	-
très	O	-
moyenne...	O	-
la	O	-
fusion	B-TARGET	LowQuality
thaïlandaise	I-TARGET	LowQuality
est	O	-
un	O	-
peu	O	-
trop	O	-
sucrée,	O	-
tout	O	-
ce	O	-
qu'ils	O	-
servent	O	-
est	O	-
trop	O	-
sucré	O	-
ici.	O	-

La	O	-
seule	O	-
chose	O	-
que	O	-
j'ai	O	-
modérément	O	-
appréciée	O	-
est	O	-
leur	O	-
spécialité	B-TARGET	HighQuality
de	I-TARGET	HighQuality
poulet	I-TARGET	HighQuality
grillé	I-TARGET	HighQuality
avec	I-TARGET	HighQuality
de	I-TARGET	HighQuality
la	I-TARGET	HighQuality
purée	I-TARGET	HighQuality
d'edamame.	I-TARGET	HighQuality

Je	O	-
n'avais	O	-
jamais	O	-
mangé	O	-
de	O	-
purée	B-TARGET	HighQuality
d'edamame	I-TARGET	HighQuality
avant,	O	-
mais	O	-
j'ai	O	-
trouvé	O	-
ça	O	-
innovant	O	-
et	O	-
savoureux	O	-
(j'aurais	O	-
pu	O	-
mettre	O	-
un	O	-
peu	O	-
plus	O	-
de	O	-
sel).	O	-

Quoi	O	-
qu'il	O	-
en	O	-
soit,	O	-
si	O	-
vous	O	-
êtes	O	-
dans	O	-
le	O	-
quartier	O	-
pour	O	-
manger	O	-
de	O	-
la	O	-
bonne	O	-
nourriture,	O	-
je	O	-
ne	O	-
perdrais	O	-
pas	O	-
mon	O	-
temps	O	-
à	O	-
essayer	O	-
de	O	-
trouver	O	-
quelque	O	-
chose,	O	-
allez	O	-
plutôt	O	-
